sample	G000008685	G000012065	G000012085	G000019685	G000019705	G000181895	G000222305	G000300045	G000304735	G000445425	G000500045	G000500065	G000500975	G000501015	G000501155	G000501215	G000501235	G000501275	G000501595	G000501615	G000501675	G000501695	G000501735	G000501755	G000501875	G000501895	G000501915	G000502095	G000523535	G000568675	G000568715	G000568735	G000568755	G000568775	G000568795	G000691545	G000714705	G000739475	G000956315	G001598195	G001660005	G001922545	G001936255
G000501675	0.07459698992184827	0.17373022502183444	0.17074373172604929	0.17276165040318747	0.17257196473927572	0.07002528200433245	0.07552094545790344	0.025156200836940035	0.06327885371191022	0.178218935331392	0.18168135030397525	0.17333868898960092	0.013700138222153768	0.004115264674758645	0.013641285963817973	0.01233517447713206	0.011684575388688834	0.005929864291586706	0.004377841168048624	0.012096982343993257	0.0	0.010455130059546125	0.014331324252023325	0.017373276613432576	0.014301417416310302	0.013917897940717738	0.014531929035584978	0.07792870582035483	0.17238357846784702	0.17577633459464348	0.17314499360718627	0.171279568592972	0.17964937172669404	0.17556471639782867	0.1753547194971926	0.02515454495451286	0.015110868267539712	0.06642126942478221	0.17276165040318747	0.17708157002767821	0.17708157002767821	0.014343762882404576	0.1749394900626572
G000501695	0.07396018238273394	0.17238357846784702	0.17092118849713134	0.17620453797809976	0.1745304529222208	0.06952883063311432	0.07515016852118239	0.02514709516103908	0.0629764788292233	0.17775829698374046	0.18168135030397525	0.17514631886777565	0.014594968441896672	0.011004012442000555	0.004774750263246141	0.013731642074434003	0.01266907691374819	0.012332729998937086	0.010482961437327187	0.013128632827327347	0.010455130059546125	0.0	0.014605732168157748	0.01780099541441349	0.006444621355488733	0.014069064529715125	0.014990222728391567	0.077685862986139	0.1749394900626572	0.17556471639782867	0.17577633459464348	0.17146052270908962	0.18014334273862942	0.17392810604572706	0.1749394900626572	0.025139648111202728	0.01458421162136192	0.06588801701728897	0.17146052270908962	0.17556471639782867	0.1753547194971926	0.01435621079801841	0.17373022502183444
G000501735	0.07409585278228747	0.17295265378610025	0.17092118849713134	0.1735337594722245	0.17238357846784702	0.06979621778697864	0.0747115930110247	0.02517525323532588	0.06283441229557374	0.1779876458729147	0.18248420820599642	0.17201063269440675	0.017005073805246296	0.014482132516390744	0.0180167625875014	0.015994402929424445	0.014410259339104892	0.01619672691132168	0.013628040115580164	0.015194525188367725	0.014331324252023325	0.014605732168157748	0.0	0.004458034235162001	0.018638102570079917	0.015705283777999735	0.015103152016493482	0.07813268043943455	0.1721964736441023	0.17577633459464348	0.17295265378610025	0.1718260384060959	0.1798952390351396	0.17514631886777565	0.1745304529222208	0.025177739654303588	0.01351938731531821	0.06646168309978562	0.17164267391763133	0.17642117627437204	0.17620453797809976	0.0018584063504932802	0.17295265378610025
G000501755	0.07670239072363194	0.171279568592972	0.16936375927744107	0.1741274234048088	0.17092118849713134	0.07294885808798546	0.07757859896697028	0.02667889298927706	0.06432692966869136	0.1766395421267748	0.18064642733961156	0.17333868898960092	0.01815057783979035	0.017383721510386696	0.019769758324291287	0.018465562369421984	0.0172686182552525	0.01901283245088836	0.016123392294658423	0.01751231094116057	0.017373276613432576	0.01780099541441349	0.004458034235162001	0.0	0.02027837027055701	0.01804641337752	0.016952941397087917	0.08020612907359748	0.17201063269440675	0.1749394900626572	0.17392810604572706	0.170045114455863	0.18014334273862942	0.17473420919524163	0.17373022502183444	0.026686030214275624	0.01571227794410568	0.06800497668720851	0.1698731914198408	0.17556471639782867	0.17556471639782867	0.00512812389717443	0.17146052270908962
G000501875	0.07697616146595976	0.16919601735379686	0.1682104193809394	0.1753547194971926	0.1718260384060959	0.07349333077413045	0.07796938320887814	0.027758127840165403	0.06531314838358504	0.17577633459464348	0.18014334273862942	0.1753547194971926	0.016493202655736172	0.014628217873321248	0.008135845084528137	0.017067080777956267	0.01622758933236701	0.015675341026147982	0.014007980454952884	0.016270373055993215	0.014301417416310302	0.006444621355488733	0.018638102570079917	0.02027837027055701	0.0	0.017113594091974438	0.01771115405228063	0.07939553470604066	0.17473420919524163	0.17257196473927572	0.1759895997090548	0.16869882182710327	0.17964937172669404	0.171279568592972	0.17146052270908962	0.02775718839173591	0.01747689746602521	0.06802399201977694	0.1682104193809394	0.17295265378610025	0.17295265378610025	0.017898080684172535	0.17092118849713134
G000501895	0.0745909711084829	0.17276165040318747	0.16919601735379686	0.17577633459464348	0.17314499360718627	0.07057764398098154	0.07565188004742696	0.024959277576082184	0.06257976735147053	0.1773052906145417	0.18090149524762822	0.17514631886777565	0.014945738940815745	0.014344684631664939	0.016727920769154525	0.014626342912954504	0.013854683641918664	0.015871917009162795	0.01391610128799381	0.01385110426302083	0.013917897940717738	0.014069064529715125	0.015705283777999735	0.01804641337752	0.017113594091974438	0.0	0.013644819995611623	0.0779829553529896	0.1745304529222208	0.1749394900626572	0.1759895997090548	0.170045114455863	0.18039372454331148	0.17392810604572706	0.1745304529222208	0.0249568179044104	0.015221693452871832	0.06558166418434286	0.170045114455863	0.1753547194971926	0.1753547194971926	0.01420424672993903	0.17392810604572706
G000501915	0.07455488527960641	0.17276165040318747	0.16886356086232746	0.1766395421267748	0.17392810604572706	0.07116780060075911	0.07582112416150133	0.025322476995107812	0.06283441229557374	0.17708157002767821	0.18039372454331148	0.17556471639782867	0.015602697994063885	0.014905183918410225	0.017545020297532465	0.015338623116642025	0.014450562996195071	0.016578620225504936	0.013776561604250337	0.014650264364441612	0.014531929035584978	0.014990222728391567	0.015103152016493482	0.016952941397087917	0.01771115405228063	0.013644819995611623	0.0	0.07788132271475667	0.1745304529222208	0.1753547194971926	0.1768596637421287	0.17056741044833645	0.17940570024810665	0.17432819842717817	0.17473420919524163	0.025325816479840224	0.015440123807508033	0.06601594207310957	0.1703922100111015	0.17556471639782867	0.17556471639782867	0.013737861229682347	0.17257196473927572
G000502095	0.010384515454328613	0.17708157002767821	0.1759895997090548	0.178218935331392	0.1768596637421287	0.08149786681995497	0.05625821271904052	0.07565813024241308	0.07432741192236736	0.18014334273862942	0.1856493351152405	0.1779876458729147	0.07942408899474585	0.07909037960139642	0.07987039813610275	0.07898469871036129	0.07862136176192858	0.07971844084256419	0.077685862986139	0.07853125146185236	0.07792870582035483	0.077685862986139	0.07813268043943455	0.08020612907359748	0.07939553470604066	0.0779829553529896	0.07788132271475667	0.0	0.17753085588215212	0.17845219899794473	0.1773052906145417	0.1768596637421287	0.18474887246031824	0.18039372454331148	0.1773052906145417	0.07565813024241308	0.07664406956576486	0.07773964805153566	0.17620453797809976	0.1798952390351396	0.1798952390351396	0.07699581851836035	0.1768596637421287
G000523535	0.17295265378610025	0.12538470435117166	0.12376988550187895	0.013825176971125397	0.014729306320797275	0.1698731914198408	0.17276165040318747	0.1749394900626572	0.1768596637421287	0.14177779625794862	0.10472640614460482	0.039908555502258136	0.17164267391763133	0.17201063269440675	0.17577633459464348	0.17257196473927572	0.17295265378610025	0.17392810604572706	0.17109979570532063	0.171279568592972	0.17238357846784702	0.1749394900626572	0.1721964736441023	0.17201063269440675	0.17473420919524163	0.1745304529222208	0.1745304529222208	0.17753085588215212	0.0	0.12724634618312447	0.018534029893752968	0.12577613686952516	0.1352442765719386	0.12816609608092355	0.12664918361362953	0.1749394900626572	0.17473420919524163	0.17577633459464348	0.1244459686737237	0.1276259929624738	0.12754966006411383	0.17164267391763133	0.1353442398439888
G000568675	0.1753547194971926	0.03495642312909675	0.08299650297889849	0.12650181701674623	0.12524367934754443	0.1745304529222208	0.17708157002767821	0.17257196473927572	0.1721964736441023	0.1140058822838822	0.12875631037814894	0.1269462095097379	0.1753547194971926	0.17514631886777565	0.17577633459464348	0.17642117627437204	0.17577633459464348	0.1753547194971926	0.1753547194971926	0.17556471639782867	0.17577633459464348	0.17556471639782867	0.17577633459464348	0.1749394900626572	0.17257196473927572	0.1749394900626572	0.1753547194971926	0.17845219899794473	0.12724634618312447	0.0	0.12939958121774386	0.083511353155865	0.10551331738276859	0.03445301776056797	0.0027692380894640545	0.17257196473927572	0.17392810604572706	0.17642117627437204	0.03579924572893589	0.03237184648047653	0.03263282585004723	0.17432819842717817	0.10402765646398626
G000568715	0.17432819842717817	0.12713342621586543	0.12510334424027025	0.018809915305146863	0.019923417889829875	0.16919601735379686	0.1741274234048088	0.17620453797809976	0.17642117627437204	0.14228459757007206	0.10516092757601214	0.03934879790130419	0.17373022502183444	0.17295265378610025	0.1773052906145417	0.17432819842717817	0.1741274234048088	0.17514631886777565	0.17257196473927572	0.17295265378610025	0.17314499360718627	0.17577633459464348	0.17295265378610025	0.17392810604572706	0.1759895997090548	0.1759895997090548	0.1768596637421287	0.1773052906145417	0.018534029893752968	0.12939958121774386	0.0	0.12657540561235636	0.13626005256370277	0.12968562403664907	0.12847936227907242	0.17620453797809976	0.17642117627437204	0.17620453797809976	0.12668614394917332	0.1296445852728254	0.1296036052919708	0.1735337594722245	0.13605397884888437
G000568735	0.17620453797809976	0.0809575122864139	0.022969335526044077	0.12472092505054588	0.12327307073057225	0.17109979570532063	0.17473420919524163	0.16725876991087307	0.16886356086232746	0.1109173856256005	0.12489412035102787	0.12376988550187895	0.16919601735379686	0.17056741044833645	0.170045114455863	0.17146052270908962	0.17146052270908962	0.17201063269440675	0.17074373172604929	0.17056741044833645	0.171279568592972	0.17146052270908962	0.1718260384060959	0.170045114455863	0.16869882182710327	0.170045114455863	0.17056741044833645	0.1768596637421287	0.12577613686952516	0.083511353155865	0.12657540561235636	0.0	0.09992247932750975	0.08458693148158891	0.0827385118544105	0.16725876991087307	0.1702181160447812	0.16886356086232746	0.07945267207866424	0.08462120542276852	0.08441617639057664	0.17056741044833645	0.10253469174455221
G000568755	0.18168135030397525	0.10517844525057951	0.09877714210729704	0.13499589173931859	0.13350240189436835	0.18141890931546312	0.17892478797833045	0.178218935331392	0.18039372454331148	0.1282440919176605	0.1378550772344701	0.13474965273114503	0.18014334273862942	0.17964937172669404	0.18090149524762822	0.1798952390351396	0.18039372454331148	0.18115897366472666	0.1798952390351396	0.1798952390351396	0.17964937172669404	0.18014334273862942	0.1798952390351396	0.18014334273862942	0.17964937172669404	0.18039372454331148	0.17940570024810665	0.18474887246031824	0.1352442765719386	0.10551331738276859	0.13626005256370277	0.09992247932750975	0.0	0.10711708315082291	0.10495154067164059	0.17845219899794473	0.17775829698374046	0.18303292269877824	0.10428133832908926	0.10648683840338913	0.10667078009712339	0.1791641851338034	0.12145986096797479
G000568775	0.17642117627437204	0.019173037351329913	0.08294795132518029	0.12739760173736814	0.12574033051426659	0.17556471639782867	0.1759895997090548	0.17201063269440675	0.171279568592972	0.11502302854483226	0.12801073881277092	0.12739760173736814	0.1745304529222208	0.1745304529222208	0.1749394900626572	0.17432819842717817	0.17514631886777565	0.1745304529222208	0.17473420919524163	0.1749394900626572	0.17556471639782867	0.17392810604572706	0.17514631886777565	0.17473420919524163	0.171279568592972	0.17392810604572706	0.17432819842717817	0.18039372454331148	0.12816609608092355	0.03445301776056797	0.12968562403664907	0.08458693148158891	0.10711708315082291	0.0	0.03449262650724716	0.17201063269440675	0.17333868898960092	0.17620453797809976	0.018747519827136294	0.0170271556282936	0.017056281279738905	0.1741274234048088	0.10428133832908926
