sample	G000024125	G000153165	G000173115	G000186265	G000190595	G000220585	G000224085	G000382125	G000424985	G000429545	G000468615	G000621125	G000733925	G000744105	G000744555	G000745185	G000799565	G000963865	G000973105	G001020565	G001306415	G001413955	G001430825	G001438225	G001438245	G001439215	G001447995	G001683915	G001748465	G001865655	G900101815	G900105105	G900105545	G900112295	G900115205	G900129275	G900129665	G900141855	G900141935	G900142405	G900155985
G900101815	0.25277398811388824	0.23843246437889046	0.25277398811388824	0.24589551138481144	0.24804110220606163	0.2540646815797966	0.25277398811388824	0.24487030299906193	0.2515292739222348	0.25824977450996206	0.24589551138481144	0.2322926425508592	0.23600095160808876	0.23843246437889046	0.22894316436378453	0.25032739712314855	0.23928233383173397	0.24487030299906193	0.22831048438203644	0.23600095160808876	0.24589551138481144	0.24487030299906193	0.24589551138481144	0.33343389338094487	0.31472969111881766	0.29765825173925414	0.24015351274755414	0.2515292739222348	0.23600095160808876	0.2376028938731073	0.0	0.24015351274755414	0.24015351274755414	0.2540646815797966	0.24916552656629032	0.24387441170917884	0.2515292739222348	0.227078825202033	0.2801585303255706	0.2540646815797966	0.23600095160808876
G900105105	0.2540646815797966	0.21999330029530456	0.24015351274755414	0.2309137268087866	0.21999330029530456	0.24487030299906193	0.2515292739222348	0.24196423501054654	0.24695180159311642	0.2554048540682841	0.2264790698474739	0.22048956381833013	0.24015351274755414	0.13447582150598203	0.221504052540721	0.25277398811388824	0.23446971505431574	0.25032739712314855	0.23300324593415367	0.20568980356714933	0.23372872630823713	0.24290621861234085	0.2315963224805665	0.28303432754927754	0.2801585303255706	0.27271525557875004	0.019400569555087503	0.26134636238934894	0.23928233383173397	0.018979120668668803	0.24015351274755414	0.0	0.01831684804764442	0.25824977450996206	0.25032739712314855	0.24104708882695847	0.24695180159311642	0.23372872630823713	0.26134636238934894	0.25824977450996206	0.1539059275531145
G900105545	0.2540646815797966	0.2220227138632897	0.24104708882695847	0.22768917077641476	0.21854600549525616	0.24695180159311642	0.25277398811388824	0.24196423501054654	0.24589551138481144	0.2540646815797966	0.2247398466808137	0.21902171292155767	0.24015351274755414	0.13243149910325727	0.2117128250395218	0.2554048540682841	0.2322926425508592	0.2515292739222348	0.23372872630823713	0.20472868339550943	0.179241183215247	0.24387441170917884	0.2322926425508592	0.28616462609015925	0.28303432754927754	0.27502618126225475	0.019513568151669325	0.26134636238934894	0.24015351274755414	0.0201221538483073	0.24015351274755414	0.01831684804764442	0.0	0.25824977450996206	0.2515292739222348	0.23600095160808876	0.24916552656629032	0.23446971505431574	0.26134636238934894	0.25824977450996206	0.15334860729256936
G900112295	0.24804110220606163	0.2540646815797966	0.2685038067179094	0.2647430724545912	0.26134636238934894	0.2315963224805665	0.17463982483696103	0.2540646815797966	0.2665731647423279	0.2705465964056736	0.2665731647423279	0.25679841961194677	0.25277398811388824	0.25032739712314855	0.2540646815797966	0.12128289459969364	0.2540646815797966	0.23843246437889046	0.24916552656629032	0.24387441170917884	0.23843246437889046	0.2171570866000881	0.24695180159311642	0.3483947822667267	0.32288073361947145	0.32288073361947145	0.2554048540682841	0.11933462281815707	0.2554048540682841	0.25679841961194677	0.2540646815797966	0.25824977450996206	0.25824977450996206	0.0	0.2540646815797966	0.2554048540682841	0.21626133018981913	0.2376028938731073	0.29765825173925414	1.1619200208385394e-05	0.2515292739222348
G900115205	0.221504052540721	0.25277398811388824	0.25277398811388824	0.25679841961194677	0.25679841961194677	0.25032739712314855	0.24387441170917884	0.24290621861234085	0.25824977450996206	0.27271525557875004	0.25679841961194677	0.25277398811388824	0.24916552656629032	0.2515292739222348	0.25277398811388824	0.24196423501054654	0.25824977450996206	0.23446971505431574	0.24804110220606163	0.24916552656629032	0.2540646815797966	0.24916552656629032	0.24589551138481144	0.32288073361947145	0.30249514835156255	0.29765825173925414	0.2515292739222348	0.25032739712314855	0.25032739712314855	0.2515292739222348	0.24916552656629032	0.25032739712314855	0.2515292739222348	0.2540646815797966	0.0	0.2554048540682841	0.24695180159311642	0.24695180159311642	0.28959844070349505	0.2540646815797966	0.25277398811388824
G900129275	0.259763879839835	0.24196423501054654	0.24804110220606163	0.23446971505431574	0.2315963224805665	0.25824977450996206	0.25277398811388824	0.24290621861234085	0.2117128250395218	0.21626133018981913	0.23300324593415367	0.23600095160808876	0.09921020582806392	0.2376028938731073	0.23300324593415367	0.24804110220606163	0.2322926425508592	0.2630036391713902	0.23928233383173397	0.23600095160808876	0.25032739712314855	0.25032739712314855	0.22099307680134495	0.2801585303255706	0.28616462609015925	0.2685038067179094	0.23928233383173397	0.2665731647423279	0.09960496682769854	0.24015351274755414	0.24387441170917884	0.24104708882695847	0.23600095160808876	0.2554048540682841	0.2554048540682841	0.0	0.25679841961194677	0.24196423501054654	0.2171570866000881	0.2554048540682841	0.2376028938731073
G900129665	0.24804110220606163	0.24387441170917884	0.25679841961194677	0.25032739712314855	0.25679841961194677	0.2295876311134548	0.20504606829031963	0.24695180159311642	0.25824977450996206	0.26474307245459094	0.25679841961194677	0.2540646815797966	0.2554048540682841	0.24695180159311642	0.24804110220606163	0.20258577696886976	0.25824977450996206	0.2315963224805665	0.24695180159311642	0.24015351274755414	0.23679268185685898	0.19762297210752885	0.24290621861234085	0.30249514835156255	0.29340041528679317	0.29340041528679317	0.24916552656629032	0.2073541520755965	0.2554048540682841	0.24695180159311642	0.2515292739222348	0.24695180159311642	0.24916552656629032	0.21626133018981913	0.24695180159311642	0.25679841961194677	0.0	0.24290621861234085	0.2801585303255706	0.21626133018981913	0.24804110220606163
G900141855	0.24804110220606163	0.2295876311134548	0.25824977450996206	0.24387441170917884	0.24695180159311642	0.24387441170917884	0.24487030299906193	0.24487030299906193	0.24916552656629032	0.2554048540682841	0.24104708882695847	0.24015351274755414	0.23843246437889046	0.23372872630823713	0.21171282503952166	0.24196423501054654	0.24804110220606163	0.24487030299906193	0.16656514269724781	0.1278493726654903	0.23300324593415367	0.24015351274755414	0.2376028938731073	0.3483947822667267	0.31472969111881766	0.30249514835156255	0.23372872630823713	0.25032739712314855	0.24015351274755414	0.227078825202033	0.227078825202033	0.23372872630823713	0.23446971505431574	0.2376028938731073	0.24695180159311642	0.24196423501054654	0.24290621861234085	0.0	0.277499188555449	0.2376028938731073	0.23679268185685898
G900141935	0.29765825173925414	0.26474307245459094	0.2665731647423279	0.24804110220606163	0.2515292739222348	0.277499188555449	0.28616462609015925	0.27271525557875004	0.18617972871801677	0.1973673209234726	0.24387441170917884	0.2685038067179094	0.21132769340249682	0.26474307245459094	0.25679841961194677	0.28303432754927754	0.2180767794805969	0.28616462609015925	0.259763879839835	0.2685038067179094	0.27271525557875004	0.27502618126225475	0.23372872630823713	0.28303432754927754	0.277499188555449	0.2630036391713902	0.25679841961194677	0.29340041528679317	0.21249629413774335	0.25824977450996206	0.2801585303255706	0.26134636238934894	0.26134636238934894	0.29765825173925414	0.28959844070349505	0.2171570866000881	0.2801585303255706	0.277499188555449	0.0	0.29765825173925414	0.24589551138481144
G900142405	0.24804110220606163	0.2540646815797966	0.2685038067179094	0.26474307245459094	0.26134636238934894	0.2315963224805665	0.17463982483696103	0.2540646815797966	0.2665731647423279	0.2705465964056736	0.2665731647423279	0.25679841961194677	0.25277398811388824	0.25032739712314855	0.2540646815797966	0.12128289459969364	0.2540646815797966	0.23843246437889046	0.24916552656629032	0.24387441170917884	0.23843246437889046	0.2171570866000881	0.24695180159311642	0.3483947822667267	0.32288073361947145	0.32288073361947145	0.2554048540682841	0.11933462281815707	0.2554048540682841	0.25679841961194677	0.2540646815797966	0.25824977450996206	0.25824977450996206	1.1619200208385394e-05	0.2540646815797966	0.2554048540682841	0.21626133018981913	0.2376028938731073	0.29765825173925414	0.0	0.2515292739222348
G900155985	0.2540646815797966	0.22362719495637828	0.2376028938731073	0.22308403571550944	0.22362719495637828	0.24387441170917884	0.2540646815797966	0.24387441170917884	0.24804110220606163	0.18673421654113245	0.2247398466808137	0.21999330029530456	0.23600095160808876	0.12397306328391162	0.221504052540721	0.2515292739222348	0.20874639575851994	0.24695180159311642	0.23446971505431574	0.21370605690796363	0.2376028938731073	0.24104708882695847	0.2322926425508592	0.28616462609015925	0.28303432754927754	0.27271525557875004	0.15293665023509118	0.2540646815797966	0.23522688451442308	0.1530049569657458	0.23600095160808876	0.1539059275531145	0.15334860729256936	0.2515292739222348	0.25277398811388824	0.2376028938731073	0.24804110220606163	0.23679268185685898	0.24589551138481144	0.2515292739222348	0.0
