set1	nsb	0.119212514705882
set1	nsb_jc	0.122618729411765
set1	jf_jc	0.104700008823529
set1	skmer_mash	0.0863044205882353
set2	nsb	0.123211930232558
set2	nsb_jc	0.125043776744186
set2	jf_jc	0.114922518604651
set2	skmer_mash	0.0956187837209302
set3	nsb	0.13058670625
set3	nsb_jc	0.13489363125
set3	jf_jc	0.12252833125
set3	skmer_mash	0.09961650625
set4	nsb	0.261286439473684
set4	nsb_jc	0.260298328947368
set4	jf_jc	0.226993610526316
set4	skmer_mash	0.187078173684211
set5	nsb	0.268250993023256
set5	nsb_jc	0.266547148837209
set5	jf_jc	0.232018158139535
set5	skmer_mash	0.191019548837209
set6	nsb	0.26954687826087
set6	nsb_jc	0.268529784782609
set6	jf_jc	0.233390854347826
set6	skmer_mash	0.192312093478261
set7	nsb	0.154883352941176
set7	nsb_jc	0.154477758823529
set7	jf_jc	0.133307335294118
set7	skmer_mash	0.110837474117647
set8	nsb	0.201377787804878
set8	nsb_jc	0.199869907317073
set8	jf_jc	0.172480268292683
set8	skmer_mash	0.166988912195122
set9	nsb	0.159369958974359
set9	nsb_jc	0.160727525641026
set9	jf_jc	0.143775351282051
set9	skmer_mash	0.118689220512821
set10	nsb	0.218700546511628
set10	nsb_jc	0.221912488372093
set10	jf_jc	0.194654646511628
set10	skmer_mash	0.195491212790698
