set1,0.321845294,0.037201584,0.058127496,0.015419481,0.062961446
set1,0.324178934,0.039799896,0.060374431,0.016730263,0.061768804
set1,0.335533354,0.044668977,0.070130636,0.018567044,0.060112991
set1,0.332618969,0.043218107,0.068329302,0.018167526,0.062440162
set1,0.3178713,0.039120701,0.060717617,0.01569699,0.068579855
set1,0.321558271,0.039037234,0.059286627,0.01603788,0.065008729
set1,0.328559162,0.040672987,0.066474442,0.017450015,0.060805991
set1,0.337293055,0.043439926,0.071374315,0.017873709,0.05850345
set1,0.334853585,0.041059522,0.067641712,0.017282529,0.053463315
set1,0.315879278,0.038435576,0.059005033,0.015591242,0.067749134
set1,0.332430247,0.042893414,0.067711223,0.017534555,0.060811059
set1,0.328470886,0.036116948,0.058457354,0.014393354,0.056033585
set1,0.330951801,0.043691151,0.06741446,0.017919948,0.062272164
set1,0.328244255,0.035970102,0.059289425,0.014467843,0.055940677
set1,0.321800066,0.037347762,0.059602093,0.015145895,0.064684038
set1,0.328713709,0.040227262,0.064679725,0.017101852,0.064462369
set1,0.330865979,0.036167655,0.061281946,0.014783222,0.054761419
set1,0.324003378,0.039654696,0.061968042,0.01574011,0.064280907
set1,0.331228996,0.043063868,0.067667422,0.017841553,0.061659606
set1,0.32084786,0.037919174,0.058587313,0.015867309,0.065984373
set1,0.323165302,0.040726137,0.062865635,0.01668488,0.06426808
set1,0.325351681,0.041071675,0.064604012,0.016618636,0.063459505
set1,0.326970455,0.040260123,0.062548625,0.01730592,0.063586029
set1,0.331886264,0.03698968,0.061195059,0.01500338,0.054057364
set1,0.325836811,0.042652138,0.066085968,0.017528326,0.065712364
set1,0.326978937,0.039211919,0.063639212,0.016084865,0.0645338
set1,0.325265865,0.041610282,0.062622846,0.017672409,0.06236528
set1,0.328408909,0.040486558,0.065066229,0.016417294,0.062587085
set1,0.328765037,0.040348405,0.065661093,0.016666177,0.061751729
set1,0.329978454,0.037796143,0.061946661,0.015253326,0.057086059
set1,0.315787975,0.035786139,0.051143603,0.015611771,0.055143813
set1,0.320054222,0.037631563,0.058263455,0.015356315,0.063608525
set1,0.319893714,0.036138678,0.046142716,0.016547493,0.039494243
set1,0.322227354,0.031850838,0.045753072,0.013952968,0.040942612
set1,0.333581774,0.042456313,0.065186537,0.018101299,0.051487196
set1,0.330667389,0.042045427,0.067111671,0.017937175,0.060194558
set1,0.315919721,0.039026361,0.061937898,0.015326899,0.067788858
set1,0.319606691,0.032527978,0.054694144,0.012780524,0.056877028
set1,0.326607582,0.040913789,0.065832113,0.017150184,0.058510561
set1,0.335341475,0.042549183,0.070546177,0.017295916,0.056426723
set1,0.332902005,0.044261015,0.07069226,0.019098334,0.055846648
set1,0.313927699,0.038048765,0.059344788,0.015032505,0.06707229
set1,0.330478667,0.034461471,0.060469187,0.01372359,0.049477565
set1,0.326519306,0.040375724,0.063558806,0.016246326,0.059060463
set1,0.329000221,0.042744685,0.058903523,0.019312411,0.047146578
set1,0.326292675,0.041362005,0.062675289,0.017216529,0.061285128
set1,0.319848486,0.038134333,0.060224801,0.015566302,0.063196391
set1,0.326762129,0.04124269,0.064788142,0.017202191,0.062892256
set1,0.328914399,0.04095393,0.065138175,0.017179755,0.058375829
set1,0.322051798,0.038170263,0.060877577,0.015267684,0.060645411
set1,0.329277416,0.041307726,0.067269758,0.017278157,0.059291676
