sample	G000164985	G000230915	G000236805	G000245715	G000374825	G000374845	G000377505	G000378145	G000381905	G000403375	G000426545	G000455265	G000520635	G000520755	G000520775	G000520795	G000520815	G000576305	G000585395	G000686825	G000732325	G000746875	G000756615	G000758685	G000758725	G000787385	G000949425	G001012825	G001275645	G001277345	G001277855	G001373415	G001403875	G001421015	G001514495	G001632305	G001705305	G001908275	G900102085	G900102215	G900102965	G900107875	G900110315	G900116035	G900116105	G900143165
G001403875	0.19925158384063568	0.14007208646060298	0.20305424423053064	0.20681268342427628	0.19103485352256033	0.21646034327688457	0.2206703524694551	0.22434646331744024	0.12574033051426659	0.16902928866424327	0.21955230011181248	0.1798952390351396	0.20305424423053064	0.2036447812310651	0.21041294301092828	0.20247656137247616	0.20749448656295377	0.2036447812310651	0.21200325796739594	0.22306223780918022	0.19875010435662144	0.15105809515956659	0.19683339702361868	0.1997626761158554	0.2054996839209604	0.18359294389370384	0.1997626761158554	0.20749448656295377	0.19066487244686536	0.2002837632246547	0.22569785491234673	0.19336840416990753	0.0	0.2054996839209604	0.20486684018533552	0.1937778183340616	0.21848034685629747	0.2054996839209604	0.22434646331744024	0.18854567604447092	0.22183872209933808	0.21848034685629747	0.21041294301092828	0.21955230011181248	0.20819436817620252	0.21745078613628155
G001421015	0.20247656137247616	0.2042487673703237	0.20486684018533552	0.20891333007802315	0.2230622378091801	0.22434646331744024	0.2230622378091801	0.20681268342427628	0.22569785491234673	0.20681268342427628	0.22183872209933808	0.20681268342427628	0.21458549512565073	0.20891333007802315	0.21041294301092828	0.20749448656295377	0.20819436817620252	0.2054996839209604	0.20486684018533552	0.22569785491234673	0.20191117648963886	0.21041294301092828	0.2042487673703237	0.20681268342427628	0.2036447812310651	0.20965246024319817	0.20681268342427628	0.20486684018533552	0.2054996839209604	0.22434646331744024	0.23023767929669992	0.2002837632246547	0.2054996839209604	0.0	0.20681268342427628	0.20247656137247616	0.21848034685629747	0.2042487673703237	0.21745078613628155	0.22569785491234673	0.21955230011181248	0.215506110747391	0.22434646331744024	0.2206703524694551	0.21283605616404488	0.21458549512565073
G001514495	0.19504493576192095	0.20135756892871604	0.20135756892871604	0.1997626761158554	0.23789976787783396	0.215506110747391	0.21369617331861324	0.24281661068440852	0.22569785491234673	0.20614803422095407	0.20819436817620252	0.20247656137247616	0.21458549512565073	0.20081525058224203	0.19179042750957842	0.19637495390973458	0.19729983683956842	0.1997626761158554	0.21458549512565073	0.19217632301500154	0.19637495390973458	0.20819436817620252	0.20819436817620252	0.21369617331861324	0.19066487244686536	0.20681268342427628	0.20135756892871604	0.18039372454331148	0.19419357474022803	0.20819436817620252	0.20486684018533552	0.2042487673703237	0.20486684018533552	0.20681268342427628	0.0	0.2054996839209604	0.20614803422095407	0.11245410939501199	0.13897038880227264	0.22569785491234673	0.20819436817620252	0.07971844084256419	0.23023767929669992	0.19217632301500154	0.1997626761158554	0.07885839994704813
G001632305	0.19683339702361868	0.14707923891732966	0.2002837632246547	0.20305424423053064	0.2111960708480617	0.21646034327688457	0.2111960708480617	0.22863369998608363	0.21200325796739594	0.19729983683956842	0.2111960708480617	0.2042487673703237	0.21283605616404488	0.19925158384063568	0.20191117648963886	0.2002837632246547	0.20486684018533552	0.1982578772270217	0.2111960708480617	0.21458549512565073	0.1982578772270217	0.20081525058224203	0.20247656137247616	0.20081525058224203	0.20891333007802315	0.1982578772270217	0.20191117648963886	0.20749448656295377	0.12724634618312447	0.12766423582234276	0.21458549512565073	0.1698731914198408	0.1937778183340616	0.20247656137247616	0.2054996839209604	0.0	0.21041294301092828	0.2036447812310651	0.21646034327688457	0.2111960708480617	0.22434646331744024	0.21369617331861324	0.21646034327688457	0.2111960708480617	0.1929651387025768	0.21200325796739594
G001705305	0.10194908111268541	0.21283605616404488	0.04567846662123576	0.03865605805890726	0.21369617331861324	0.21745078613628155	0.1997626761158554	0.23194869152907194	0.21646034327688457	0.21646034327688457	0.19777456201755517	0.21646034327688457	0.2111960708480617	0.0710721070754523	0.09101185484515872	0.10237524291120215	0.09706072414198108	0.2111960708480617	0.23194869152907194	0.09299725954973603	0.20749448656295377	0.2036447812310651	0.2111960708480617	0.21646034327688457	0.22183872209933808	0.21041294301092828	0.20247656137247616	0.21458549512565073	0.20749448656295377	0.20681268342427628	0.09436119998408188	0.20614803422095407	0.21848034685629747	0.21848034685629747	0.20614803422095407	0.21041294301092828	0.0	0.18595626246076324	0.21041294301092828	0.21646034327688457	0.2230622378091801	0.20965246024319817	0.21200325796739594	0.09296282911802733	0.20819436817620252	0.20819436817620252
G001908275	0.18275718116330775	0.20247656137247616	0.19548097665846076	0.19875010435662144	0.2206703524694551	0.2230622378091801	0.21041294301092828	0.22863369998608363	0.21955230011181248	0.20191117648963886	0.2111960708480617	0.20614803422095407	0.21283605616404488	0.1982578772270217	0.1868984853325918	0.1862667075262454	0.18331149045246675	0.19217632301500154	0.215506110747391	0.18854567604447092	0.1914099891957548	0.20614803422095407	0.20614803422095407	0.20681268342427628	0.1982578772270217	0.20305424423053064	0.19925158384063568	0.19637495390973458	0.19729983683956842	0.20749448656295377	0.19336840416990753	0.19592423374223866	0.2054996839209604	0.2042487673703237	0.11245410939501199	0.2036447812310651	0.18595626246076324	0.0	0.12879609401619208	0.21848034685629747	0.21646034327688457	0.11154412591203655	0.2230622378091801	0.18787470702802278	0.1982578772270217	0.11013702629972677
G900102085	0.20135756892871604	0.23023767929669992	0.21041294301092828	0.2111960708480617	0.22569785491234673	0.22712396389056422	0.2111960708480617	0.23575793245166765	0.22712396389056422	0.22569785491234673	0.21200325796739594	0.22183872209933808	0.23575793245166765	0.20614803422095407	0.20486684018533552	0.20191117648963886	0.20305424423053064	0.21200325796739594	0.22863369998608363	0.2054996839209604	0.20135756892871604	0.22569785491234673	0.22569785491234673	0.23023767929669992	0.21955230011181248	0.2206703524694551	0.22712396389056422	0.21848034685629747	0.21848034685629747	0.21369617331861324	0.20681268342427628	0.21745078613628155	0.22434646331744024	0.21745078613628155	0.13897038880227264	0.21646034327688457	0.21041294301092828	0.12879609401619208	0.0	0.23194869152907194	0.22569785491234673	0.13908436529432866	0.22863369998608363	0.20486684018533552	0.1982578772270217	0.13812983014426328
G900102215	0.215506110747391	0.21200325796739594	0.215506110747391	0.21848034685629747	0.18595626246076324	0.21458549512565073	0.2230622378091801	0.23194869152907194	0.19256783715906944	0.18787470702802278	0.21848034685629747	0.1844552421527602	0.20819436817620252	0.21041294301092828	0.21646034327688457	0.21848034685629747	0.21646034327688457	0.21646034327688457	0.23575793245166765	0.21200325796739594	0.21369617331861324	0.1892337414782933	0.21369617331861324	0.21848034685629747	0.20891333007802315	0.2230622378091801	0.20081525058224203	0.20891333007802315	0.20681268342427628	0.2054996839209604	0.21955230011181248	0.2111960708480617	0.18854567604447092	0.22569785491234673	0.22569785491234673	0.2111960708480617	0.21646034327688457	0.21848034685629747	0.23194869152907194	0.0	0.21848034685629747	0.22863369998608363	0.1822139479416005	0.2111960708480617	0.2002837632246547	0.22569785491234673
G900102965	0.2002837632246547	0.2230622378091801	0.22434646331744024	0.22569785491234673	0.2111960708480617	0.23575793245166765	0.2230622378091801	0.23194869152907194	0.22569785491234673	0.21848034685629747	0.22434646331744024	0.20749448656295377	0.18416475533750087	0.21369617331861324	0.21283605616404488	0.1997626761158554	0.21458549512565073	0.2206703524694551	0.2337823393886067	0.21848034685629747	0.22569785491234673	0.21041294301092828	0.18504571614222765	0.18275718116330775	0.16515781907252292	0.22434646331744024	0.22712396389056422	0.16679495035099368	0.22434646331744024	0.22434646331744024	0.20965246024319817	0.21200325796739594	0.22183872209933808	0.21955230011181248	0.20819436817620252	0.22434646331744024	0.2230622378091801	0.21646034327688457	0.22569785491234673	0.21848034685629747	0.0	0.2230622378091801	0.1853458454503889	0.21848034685629747	0.2230622378091801	0.21848034685629747
G900107875	0.19875010435662144	0.22183872209933808	0.20749448656295377	0.20891333007802315	0.22863369998608363	0.22183872209933808	0.20891333007802315	0.23789976787783396	0.21848034685629747	0.22712396389056422	0.20965246024319817	0.21955230011181248	0.23789976787783396	0.20891333007802315	0.1982578772270217	0.20486684018533552	0.20819436817620252	0.20749448656295377	0.23575793245166765	0.1982578772270217	0.2002837632246547	0.2337823393886067	0.22863369998608363	0.24023901843713757	0.1982578772270217	0.21646034327688457	0.20486684018533552	0.20191117648963886	0.20614803422095407	0.1997626761158554	0.20681268342427628	0.215506110747391	0.21848034685629747	0.215506110747391	0.07971844084256419	0.21369617331861324	0.20965246024319817	0.11154412591203655	0.13908436529432866	0.22863369998608363	0.2230622378091801	0.0	0.2337823393886067	0.19777456201755517	0.2002837632246547	0.011432838264332279
G900110315	0.21369617331861324	0.21041294301092828	0.20891333007802315	0.21458549512565073	0.215506110747391	0.21745078613628155	0.21646034327688457	0.22306223780918022	0.21955230011181248	0.2111960708480617	0.21646034327688457	0.21283605616404488	0.07231471547470758	0.20819436817620252	0.21041294301092828	0.21646034327688457	0.20681268342427628	0.2230622378091801	0.22569785491234673	0.2111960708480617	0.215506110747391	0.21458549512565073	0.06433940460859855	0.1566361681820332	0.19419357474022803	0.20614803422095407	0.2206703524694551	0.19066487244686536	0.21283605616404488	0.20965246024319817	0.2206703524694551	0.21646034327688457	0.21041294301092828	0.22434646331744024	0.23023767929669992	0.21646034327688457	0.21200325796739594	0.2230622378091801	0.22863369998608363	0.1822139479416005	0.1853458454503889	0.2337823393886067	0.0	0.20749448656295377	0.215506110747391	0.22712396389056422
G900116035	0.07906215945702344	0.21283605616404488	0.09842835781685222	0.09620085729355521	0.215506110747391	0.21369617331861324	0.20247656137247616	0.22712396389056422	0.2206703524694551	0.215506110747391	0.1997626761158554	0.21458549512565073	0.21369617331861324	0.09683677763146137	0.020519674185772274	0.07933139254575383	0.08760055034564851	0.21369617331861324	0.23023767929669992	2.7615683128479063e-05	0.20819436817620252	0.21369617331861324	0.20614803422095407	0.2230622378091801	0.20614803422095407	0.21646034327688457	0.19637495390973458	0.21041294301092828	0.20819436817620252	0.20819436817620252	0.030083369684056227	0.20819436817620252	0.21955230011181248	0.2206703524694551	0.19217632301500154	0.2111960708480617	0.09296282911802733	0.18787470702802278	0.20486684018533552	0.2111960708480617	0.21848034685629747	0.19777456201755517	0.20749448656295377	0.0	0.20614803422095407	0.19777456201755517
G900116105	0.20486684018533552	0.20965246024319817	0.20681268342427628	0.21041294301092828	0.2111960708480617	0.21646034327688457	0.2111960708480617	0.22863369998608363	0.20681268342427628	0.2111960708480617	0.20749448656295377	0.21458549512565073	0.22712396389056422	0.2036447812310651	0.20819436817620252	0.20614803422095407	0.20965246024319817	0.21369617331861324	0.22863369998608363	0.20965246024319817	0.0859371042744953	0.20749448656295377	0.21369617331861324	0.2206703524694551	0.20891333007802315	0.21283605616404488	0.20191117648963886	0.22569785491234673	0.19683339702361868	0.2002837632246547	0.20749448656295377	0.20081525058224203	0.20819436817620252	0.21283605616404488	0.1997626761158554	0.1929651387025768	0.20819436817620252	0.1982578772270217	0.1982578772270217	0.2002837632246547	0.2230622378091801	0.2002837632246547	0.215506110747391	0.20614803422095407	0.0	0.19925158384063568
G900143165	0.19875010435662144	0.22569785491234673	0.2042487673703237	0.20486684018533552	0.23194869152907194	0.2230622378091801	0.2036447812310651	0.23575793245166765	0.21848034685629747	0.22434646331744024	0.20891333007802315	0.21745078613628155	0.22863369998608363	0.2054996839209604	0.1997626761158554	0.20486684018533552	0.20819436817620252	0.2042487673703237	0.2337823393886067	0.19875010435662144	0.2002837632246547	0.23023767929669992	0.2230622378091801	0.23575793245166765	0.19925158384063568	0.21369617331861324	0.20614803422095407	0.20247656137247616	0.20965246024319817	0.20891333007802315	0.2036447812310651	0.21458549512565073	0.21745078613628155	0.21458549512565073	0.07885839994704813	0.21200325796739594	0.20819436817620252	0.11013702629972677	0.13812983014426328	0.22569785491234673	0.21848034685629747	0.011432838264332279	0.22712396389056422	0.19777456201755517	0.19925158384063568	0.0
